CHAR ID;CHAR NAMES;KEYS;Turkish;English;Spanish;Portuguese;German;French;Italian;Polish;Russian;ChineseSimplified;ChineseTraditional;Japanese;Korean;Indian;Arabic;Bengali;Indonesian;Thai;Vietnamese
1;Althea;ofCourseImNotAMonster;Tabii ki canavar değilim! Ne düşünüyordum ki?;Of course I am not a monster! What was I thinking?;¡Por supuesto que no soy un monstruo! ¿En qué estaba pensando?;Claro que não sou um monstro! O que eu estava pensando?;Natürlich bin ich kein Monster! Was habe ich mir dabei gedacht?;Bien sûr, je ne suis pas un monstre! À quoi pensais-je?;Ovviamente non sono un mostro! A cosa stavo pensando?;Oczywiście, że nie jestem potworem! Co ja sobie myślałem?;Конечно, я не монстр! О чем я думал?;当然我不是怪物！我在想什么？;當然我不是怪物！我在想什麼？;もちろん私はモンスターではありません！私は何を考えていたのでしょう？;물론 나는 괴물이 아니야! 내가 무슨 생각을 했을까?;बिल्कुल, मैं एक राक्षस नहीं हूँ! मैं क्या सोच रहा था?;بالطبع أنا لست وحشًا! ماذا كنت أفكر؟;অবশ্যই আমি দৈত্য নই! আমি কী ভাবছিলাম?;Tentu saja saya bukan monster! Apa yang saya pikirkan?;แน่นอนว่าฉันไม่ใช่สัตว์ประหลาด! ฉันกำลังคิดอะไรอยู่?;Tất nhiên tôi không phải là quái vật! Tôi đang nghĩ gì vậy?
1;Althea;magicalPlaceIsReason;Bu büyülü yer yüzünden ayna beni farklı göstermiş olmalı.;This magical place must be the reason for it.;Este lugar mágico debe ser la razón.;Este lugar mágico deve ser a razão.;Dieser magische Ort muss der Grund dafür sein.;Cet endroit magique doit en être la raison.;Questo luogo magico deve essere la causa.;To magiczne miejsce musi być powodem.;Это магическое место должно быть причиной.;这个神奇的地方一定是原因。;這個神奇的地方一定是原因。;この魔法の場所が理由に違いない。;이 마법의 장소가 이유일 것이다.;यह जादुई जगह इसका कारण होनी चाहिए।;هذا المكان السحري يجب أن يكون السبب.;এই যাদুকরী জায়গা এর কারণ হতে পারে।;Tempat ajaib ini pasti alasannya.;สถานที่วิเศษนี้ต้องเป็นเหตุผลแน่ๆ;Nơi huyền diệu này chắc hẳn là lý do.
1;Althea;nothingLeftInThisRoom;Neyse, sanırım bu odada yapacak bir şey kalmadı.;Anyway, I guess there’s nothing left to do in this room.;De todos modos, supongo que no queda nada por hacer en esta habitación.;Enfim, acho que não há mais nada para fazer nesta sala.;Wie auch immer, ich glaube, es gibt nichts mehr in diesem Raum zu tun.;De toute façon, je suppose qu'il n'y a plus rien à faire dans cette pièce.;Comunque, credo che non ci sia più niente da fare in questa stanza.;Tak czy inaczej, chyba nie ma już nic do zrobienia w tym pokoju.;В любом случае, думаю, в этой комнате больше нечего делать.;反正我猜这房间里没什么可做的了。;反正我猜這房間裡沒什麼可做的了。;とにかく、この部屋でやることはもうないと思います。;어쨌든, 이 방에서 할 일이 남아 있지 않은 것 같아.;वैसे भी, मुझे लगता है कि इस कमरे में अब कुछ भी करने के लिए नहीं बचा है।;على أي حال، أعتقد أنه لم يعد هناك شيء يمكن القيام به في هذه الغرفة.;যাই হোক, আমি মনে করি এই ঘরে করার মতো আর কিছু নেই।;Bagaimanapun, saya rasa tidak ada lagi yang perlu dilakukan di ruangan ini.;อย่างไรก็ตาม ฉันคิดว่าไม่มีอะไรให้ทำในห้องนี้แล้ว;Dù sao, tôi đoán không còn gì để làm trong căn phòng này.
1;Althea;backToTheHallway;Koridora dönsem iyi olacak.;I’d better head back to the hallway.;Será mejor que regrese al pasillo.;É melhor eu voltar para o corredor.;Ich sollte besser zurück in den Flur gehen.;Je ferais mieux de retourner dans le couloir.;Meglio che torni nel corridoio.;Lepiej, żebym wrócił do korytarza.;Лучше вернусь в коридор.;我最好回到走廊。;我最好回到走廊。;廊下に戻ったほうがいい。;복도로 돌아가는 게 좋겠다.;मुझे बेहतर होगा कि मैं गलियारे में वापस जाऊं।;من الأفضل أن أعود إلى الرواق.;আমার করিডরে ফিরে যাওয়া উচিত।;Sebaiknya saya kembali ke lorong.;ฉันควรกลับไปที่ทางเดิน;Tốt hơn tôi nên quay lại hành lang.
1;Althea;kitchenSoClean;Mutfak saçma düzeyde temiz!;This kitchen is ridiculously clean!;¡Esta cocina está ridículamente limpia!;Esta cozinha está ridiculamente limpa!;Diese Küche ist unglaublich sauber!;Cette cuisine est ridiculement propre!;Questa cucina è ridicolmente pulita!;Ta kuchnia jest absurdalnie czysta!;Эта кухня нелепо чиста!;这间厨房干净得离谱！;這間廚房乾淨得離譜！;このキッチンは信じられないほどきれいです！;이 부엌은 너무나도 깨끗하다!;यह रसोई अत्यधिक साफ है!;هذه المطبخ نظيف بشكل يثير السخرية!;এই রান্নাঘর অযৌক্তিকভাবে পরিষ্কার!;Dapur ini sangat bersih!;ห้องครัวนี้สะอาดจนเกินไป!;Nhà bếp này sạch sẽ đến mức lố bịch!
1;Althea;aLotOfFood;Şu yemeklere bak! Hepsi de çok taze.;Look at all this food! And it's all so fresh!;¡Mira toda esta comida! ¡Y está toda tan fresca!;Olhe para toda esta comida! E está tudo tão fresco!;Schau dir das ganze Essen an! Und es ist alles so frisch!;Regardez toute cette nourriture ! Et elle est toute si fraîche !;Guarda tutto questo cibo! Ed è tutto così fresco!;Spójrz na całe to jedzenie! I wszystko jest takie świeże!;Посмотрите на всю эту еду! И всё такое свежее!;看看这些食物！而且全都很新鲜！;看看這些食物！而且全都很新鮮！;この食べ物を見てください！そしてすべてがとても新鮮です！;이 음식을 봐! 전부 너무 신선하다!;इस सारे भोजन को देखो! और यह सब बहुत ताजा है!;انظر إلى كل هذا الطعام! وكلها طازجة جدًا!;এই সমস্ত খাবারের দিকে তাকান! এবং সবকিছুই খুব তাজা!;Lihat semua makanan ini! Dan semuanya sangat segar!;ดูอาหารทั้งหมดนี้สิ! และมันสดใหม่มาก!;Nhìn tất cả thức ăn này! Và tất cả đều rất tươi!
1;Althea;somethingWrongFood;Ama bir gariplik var. Yemekler çok taze ve mükemmel görünüyorlar ama soğuklar. Ne kadar zamandır burada bekliyorlardı?;But something's off. Everything looks so fresh and perfect, yet it's all cold. How long have these meals been here?;Pero algo está mal. Todo se ve tan fresco y perfecto, pero está todo frío. ¿Cuánto tiempo han estado aquí estas comidas?;Mas tem algo errado. Tudo parece tão fresco e perfeito, mas está tudo frio. Quanto tempo essas refeições estiveram aqui?;Aber etwas stimmt nicht. Alles sieht so frisch und perfekt aus, aber es ist alles kalt. Wie lange liegen diese Mahlzeiten schon hier?;Mais quelque chose ne va pas. Tout semble si frais et parfait, mais tout est froid. Depuis combien de temps ces repas sont-ils là ?;Ma c'è qualcosa che non va. Tutto sembra così fresco e perfetto, ma è tutto freddo. Da quanto tempo sono qui questi pasti?;Ale coś jest nie tak. Wszystko wygląda na takie świeże i doskonałe, a jednak jest zimne. Jak długo te posiłki tu są?;Но что-то не так. Всё выглядит таким свежим и идеальным, но всё холодное. Сколько времени эти блюда здесь лежат?;但有些不对劲。一切看起来都很新鲜完美，但全都冷了。这些食物在这里放了多久了？;但有些不對勁。一切看起來都很新鮮完美，但全都冷了。這些食物在這裡放了多久了？;しかし、何かがおかしい。すべてがとても新鮮で完璧に見えますが、すべて冷たいです。これらの食事はどれくらいここにありますか？;하지만 뭔가 이상해. 모든 게 너무 신선하고 완벽해 보이지만, 다 차가워. 이 음식들이 얼마나 오래 여기 있었을까?;लेकिन कुछ गड़बड़ है। सब कुछ इतना ताजा और परिपूर्ण दिखता है, फिर भी सब कुछ ठंडा है। ये भोजन यहाँ कितने समय से हैं?;لكن هناك شيء ما غير صحيح. كل شيء يبدو طازجًا ومثاليًا، لكنه بارد. كم من الوقت كانت هذه الوجبات هنا؟;কিন্তু কিছু একটা ভুল। সবকিছু এত তাজা এবং নিখুঁত দেখাচ্ছে, কিন্তু সব ঠান্ডা। এই খাবারগুলি এখানে কতদিন ধরে রয়েছে?;Tapi ada yang salah. Semuanya terlihat begitu segar dan sempurna, tetapi semuanya dingin. Sudah berapa lama makanan ini ada di sini?;แต่มันแปลกๆ ทุกอย่างดูสดใหม่และสมบูรณ์แบบ แต่เย็นชืด อาหารเหล่านี้อยู่ที่นี่นานแค่ไหนแล้ว?;Nhưng có gì đó không ổn. Mọi thứ trông thật tươi mới và hoàn hảo, nhưng tất cả đều lạnh. Những bữa ăn này đã ở đây bao lâu rồi?
1;Althea;nothingToDoKitchen;Neyse, mutfakta yapacak bir şey kalmadı sanırım.;Anyway, there’s not much to do in the kitchen, I guess.;De todos modos, supongo que no hay mucho que hacer en la cocina.;De qualquer forma, não há muito o que fazer na cozinha, eu acho.;Wie auch immer, ich denke, es gibt nicht viel zu tun in der Küche.;De toute façon, je suppose qu'il n'y a pas grand-chose à faire dans la cuisine.;Comunque, non c'è molto da fare in cucina, immagino.;Tak czy inaczej, nie ma zbyt wiele do zrobienia w kuchni, jak sądzę.;В любом случае, думаю, что в кухне делать особо нечего.;反正我想在厨房里没什么可做的。;反正我想在廚房裡沒什麼可做的。;とにかく、キッチンではあまりやることはないと思います。;어쨌든, 부엌에서 할 일이 많지 않은 것 같아.;वैसे भी, मुझे लगता है कि रसोई में ज्यादा कुछ करने के लिए नहीं बचा है।;على أي حال، أعتقد أنه ليس هناك الكثير للقيام به في المطبخ.;যাই হোক, রান্নাঘরে করার মতো কিছুই নেই, আমার মনে হয়।;Bagaimanapun, sepertinya tidak banyak yang bisa dilakukan di dapur.;อย่างไรก็ตาม ฉันคิดว่าไม่มีอะไรให้ทำในครัวแล้ว;Dù sao, tôi đoán không còn gì để làm trong bếp.
1;Althea;expRoom_SomethingBad;Burada kötü bir şeyler olmuş sanırım.;I think something bad happened here.;Creo que algo malo sucedió aquí.;Acho que algo ruim aconteceu aqui.;Ich denke, hier ist etwas Schlimmes passiert.;Je pense que quelque chose de mal s'est passé ici.;Penso che qualcosa di brutto sia successo qui.;Myślę, że coś złego się tutaj stało.;Думаю, здесь произошло что-то плохое.;我觉得这里发生了不好的事情。;我覺得這裡發生了不好的事情。;ここで何か悪いことが起きたと思います。;여기서 나쁜 일이 있었던 것 같아.;मुझे लगता है कि यहां कुछ बुरा हुआ है।;أعتقد أن شيئًا سيئًا قد حدث هنا.;আমার মনে হয় এখানে কিছু খারাপ কিছু হয়েছে।;Saya pikir sesuatu yang buruk terjadi di sini.;ฉันคิดว่ามีบางอย่างที่ไม่ดีเกิดขึ้นที่นี่;Tôi nghĩ rằng đã xảy ra chuyện gì đó xấu ở đây.
1;Althea;expRoom_WhatFeeling;Bu his ne böyle? Heyecan mı?;What is this feeling, excitement?;¿Qué es este sentimiento, emoción?;Qual é esse sentimento, empolgação?;Was ist das für ein Gefühl, Aufregung?;Quel est ce sentiment, excitation?;Che cos'è questa sensazione, eccitazione?;Co to za uczucie, podekscytowanie?;Что это за чувство, волнение?;这是什么感觉，兴奋？;這是什麼感覺，興奮？;この感情は何ですか、興奮ですか？;이 기분은 뭐지, 흥분인가?;यह भावना क्या है, उत्साह?;ما هذا الشعور، الحماس؟;এই অনুভূতি কি, উত্তেজনা?;Apa ini, perasaan senang?;นี่คือความรู้สึกอะไร ตื่นเต้นเหรอ?;Cảm giác này là gì, phấn khích sao?
1;Althea;expRoom_ItsNotExciting;Hayır, bu heyecan değil. Kendimi… kötü hissediyorum.;No, it’s not excitement. I feel… bad.;No, no es emoción. Me siento... mal.;Não, não é empolgação. Eu me sinto... mal.;Nein, es ist keine Aufregung. Ich fühle mich... schlecht.;Non, ce n'est pas de l'excitation. Je me sens... mal.;No, non è eccitazione. Mi sento... male.;Nie, to nie jest ekscytacja. Czuję się... źle.;Нет, это не возбуждение. Мне... плохо.;不，这不是兴奋。我感觉……不好。;不，這不是興奮。我感覺……不好。;いいえ、これは興奮ではありません。私は…気分が悪い。;아니야, 이건 흥분이 아니야. 기분이... 안 좋아.;नहीं, यह उत्साह नहीं है। मैं... बुरा महसूस कर रहा हूँ।;لا، هذا ليس حماسًا. أشعر... بالسوء.;না, এটি উত্তেজনা নয়। আমি... খারাপ বোধ করছি।;Tidak, ini bukan kegembiraan. Saya merasa... buruk.;ไม่ นี่ไม่ใช่ความตื่นเต้น ฉันรู้สึก... แย่;Không, không phải sự phấn khích. Tôi cảm thấy... tệ.
1;Althea;expRoom_IsItFear;Bekle biraz, bu his… korku olabilir mi?;Wait, could this feeling be… fear?;Espera, ¿podría ser este sentimiento... miedo?;Espere, esse sentimento poderia ser... medo?;Warte, könnte dieses Gefühl... Angst sein?;Attends, ce sentiment pourrait-il être... de la peur?;Aspetta, questa sensazione potrebbe essere... paura?;Czekaj, czy to uczucie może być... strach?;Подожди, это чувство может быть... страхом?;等等，这种感觉可能是……恐惧？;等等，這種感覺可能是……恐懼？;待って、この感覚は...恐怖かもしれない？;잠깐, 이 감정이... 두려움일까?;रुको, क्या यह भावना... डर हो सकती है?;انتظر، هل يمكن أن يكون هذا الشعور... خوفًا؟;অপেক্ষা করুন, এই অনুভূতিটি কি... ভয় হতে পারে?;Tunggu, apakah perasaan ini... ketakutan?;เดี๋ยวก่อน ความรู้สึกนี้อาจเป็น... ความกลัว?;Chờ đã, cảm giác này có thể là... sợ hãi không?
1;Althea;expRoom_NeedToGetOut;Buradan çıkmam lazım, HEMEN!;I need to get out of here, NOW!;¡Necesito salir de aquí, AHORA!;Eu preciso sair daqui, AGORA!;Ich muss hier raus, JETZT!;Je dois sortir d'ici, MAINTENANT!;Devo uscire di qui, ORA!;Muszę się stąd wydostać, TERAZ!;Мне нужно выйти отсюда, СЕЙЧАС!;我得马上离开这里！;我得馬上離開這裡！;私はここからすぐに出なければなりません！;지금 당장 여기서 나가야 해!;मुझे यहाँ से अभी निकलना होगा!;يجب أن أخرج من هنا، الآن!;আমাকে এখান থেকে এখনই বের হতে হবে!;Saya harus keluar dari sini, SEKARANG!;ฉันต้องออกจากที่นี่ เดี๋ยวนี้!;Tôi cần ra khỏi đây, NGAY LẬP TỨC!
;;expRoom_SubjectIsEscaping;TEHLİKE! Deney #0003 (Kod Adı: ALTHEA) kaçmaya çalışıyor!;DANGER! Experiment #0003 (Code Name: ALTHEA) is attempting to escape!;¡PELIGRO! ¡El Experimento #0003 (Nombre en clave: ALTHEA) está intentando escapar!;PERIGO! O Experimento #0003 (Nome de Código: ALTHEA) está tentando escapar!;GEFAHR! Experiment #0003 (Deckname: ALTHEA) versucht zu entkommen!;DANGER! Expérience #0003 (Nom de Code: ALTHEA) tente de s'échapper!;PERICOLO! L'Esperimento #0003 (Nome in Codice: ALTHEA) sta tentando di scappare!;NIEBEZPIECZEŃSTWO! Eksperyment #0003 (Nazwa kodowa: ALTHEA) próbuje uciec!;ОПАСНОСТЬ! Эксперимент #0003 (Кодовое имя: ALTHEA) пытается сбежать!;危险！实验#0003（代号：ALTHEA）试图逃跑！;危險！實驗#0003（代號：ALTHEA）試圖逃跑！;危険！実験#0003（コードネーム：ALTHEA）が脱出を試みています！;위험! 실험 #0003 (코드명: ALTHEA)이 탈출을 시도하고 있습니다!;खतरा! प्रयोग #0003 (कोड नाम: ALTHEA) भागने की कोशिश कर रहा है!;خطر! التجربة #0003 (الاسم الرمزي: ALTHEA) تحاول الهروب!;বিপদ! পরীক্ষা #০০০৩ (কোড নাম: ALTHEA) পালানোর চেষ্টা করছে!;BAHAYA! Eksperimen #0003 (Nama Kode: ALTHEA) mencoba melarikan diri!;อันตราย! การทดลอง #0003 (ชื่อรหัส: ALTHEA) กำลังพยายามหลบหนี!;NGUY HIỂM! Thí nghiệm #0003 (Tên mã: ALTHEA) đang cố gắng trốn thoát!
1;Althea;expRoom_WhoIsAlthea;Althea mı? Althea kim ki? Benim adım mı?;Althea? Who is Althea? Is it my name?;¿Althea? ¿Quién es Althea? ¿Es mi nombre?;Althea? Quem é Althea? É o meu nome?;Althea? Wer ist Althea? Ist das mein Name?;Althea? Qui est Althea? Est-ce mon nom?;Althea? Chi è Althea? È il mio nome?;Althea? Kim jest Althea? Czy to moje imię?;Альтея? Кто такая Альтея? Это моё имя?;阿尔西亚？阿尔西亚是谁？是我的名字吗？;阿爾西亞？阿爾西亞是誰？是我的名字嗎？;アルシア？アルシアって誰？私の名前？;알테아? 알테아가 누구지? 내 이름인가?;अल्थिया? अल्थिया कौन है? क्या यह मेरा नाम है?;ألثيا؟ من هي ألثيا؟ هل هو اسمي؟;আলথিয়া? আলথিয়া কে? এটি কি আমার নাম?;Althea? Siapa Althea? Apakah itu nama saya?;อัลเธีย? อัลเธียคือใคร? นั่นชื่อของฉันเหรอ?;Althea? Althea là ai? Đó có phải là tên của tôi không?
1;Althea;expRoom_WhatWhatIsHappening;Ne? Neler oluyor?!;What? What's happening?!;¿Qué? ¡¿Qué está pasando?!;O quê? O que está acontecendo?!;Was? Was passiert hier?!;Quoi? Que se passe-t-il?!;Cosa? Che sta succedendo?!;Co? Co się dzieje?!;Что? Что происходит?!;什么？发生了什么？！;什麼？發生了什麼？！;何？何が起きているの？！;뭐? 무슨 일이야?!;क्या? क्या हो रहा है?!;ماذا؟ ماذا يحدث؟!;কি? কি ঘটছে?!;Apa? Apa yang sedang terjadi?!;อะไร? เกิดอะไรขึ้น?!;Gì? Điều gì đang xảy ra?!
1;Althea;expRoom_letmeout;*korkar* Bırakın beni!;*scared* Let me out!;*Asustado* ¡Déjenme salir!;*Assustado* Me deixem sair!;*Erschrocken* Lasst mich raus!;*Effrayé* Laissez-moi sortir!;*Spaventato* Fatemi uscire!;*Przestraszony* Wypuśćcie mnie!;*Напуганный* Выпустите меня!;*害怕* 放我出去！;*害怕* 放我出去！;*怖がる* 出してくれ！;*겁에 질려* 나를 내보내줘!;*डरा हुआ* मुझे बाहर जाने दो!;*خائف* أخرجني!;*ভীত* আমাকে যেতে দিন!;*Takut* Biarkan aku keluar!;*ตกใจ* ปล่อยฉันออกไป!;*Sợ hãi* Thả tôi ra!
1;Althea;expRoom_letmeoutpls;*korkar* *ağlar* Bırakın beni! Lütfen, bırakın beni!;*scared* *crying* Let me out! Please, let me out!;*Asustado* *Llorando* ¡Déjenme salir! ¡Por favor, déjenme salir!;*Assustado* *Chorando* Me deixem sair! Por favor, me deixem sair!;*Erschrocken* *Weint* Lasst mich raus! Bitte, lasst mich raus!;*Effrayé* *Pleurant* Laissez-moi sortir! S'il vous plaît, laissez-moi sortir!;*Spaventato* *Piangendo* Fatemi uscire! Per favore, fatemi uscire!;*Przestraszony* *Płacze* Wypuśćcie mnie! Proszę, wypuśćcie mnie!;*Напуганный* *Плачет* Выпустите меня! Пожалуйста, выпустите меня!;*害怕* *哭泣* 放我出去！拜托，放我出去！;*害怕* *哭泣* 放我出去！拜託，放我出去！;*怖がる* *泣く* 出してくれ！お願いだから、出してくれ！;*겁에 질려* *울며* 나를 내보내줘! 제발, 나를 내보내줘!;*डरा हुआ* *रोते हुए* मुझे बाहर जाने दो! कृपया, मुझे बाहर जाने दो!;*خائف* *يبكي* أخرجني! من فضلك، أخرجني!;*ভীত* *কাঁদছে* আমাকে যেতে দিন! দয়া করে, আমাকে যেতে দিন!;*Takut* *Menangis* Biarkan aku keluar! Tolong, biarkan aku keluar!;*ตกใจ* *ร้องไห้* ปล่อยฉันออกไป! ได้โปรดปล่อยฉันออกไป!;*Sợ hãi* *Khóc* Thả tôi ra! Làm ơn, thả tôi ra!
1;Althea;expRoom_ISaidLETMEOUT;*sinirli* BENİ-BIRAKIN-DEDİM!;*angry* I SAID LET-ME-OUT!;*Enojado* ¡DIJE SUÉLTAME!;*Zangado* EU DISSE DEIXE-ME SAIR!;*Wütend* ICH SAGTE LASS-MICH-RAUS!;*En colère* J'AI DIT LAISSE-MOI SORTIR!;*Arrabbiato* HO DETTO LASCIAMI USCIRE!;*Zdenerwowany* POWIEDZIAŁEM WYPUŚĆ-MNIE!;*Злой* Я СКАЗАЛ ВЫПУСТИТЕ-МЕНЯ!;*生气* 我说了放开我！;*生氣* 我說了放開我！;*怒り* 出してくれと言っただろ！;*화가 난* 내보내라고 했잖아!;*गुस्से में* मैंने कहा मुझे बाहर जाने दो!;*غاضب* قلت أخرجني!;*রাগান্বিত* আমি বলেছি আমাকে যেতে দাও!;*Marah* Saya bilang biarkan saya keluar!;*โกรธ* ฉันบอกว่าให้ฉันออกไป!;*Tức giận* Tôi nói thả tôi ra!
;;expRoom_youBrokeIronDoor;*Demir kapı kırıldı*;*She broke the iron door.*;*La puerta de hierro se rompió.*;*Ela quebrou a porta de ferro.*;*Sie hat die Eisentür zerbrochen.*;*Elle a cassé la porte en fer.*;*Ha rotto la porta di ferro.*;*Złamała żelazne drzwi.*;*Она сломала железную дверь.*;*她打破了铁门。*;*她打破了鐵門。*;*彼女は鉄のドアを壊しました。*;*그녀는 철문을 부쉈다.*;*उसने लोहे का दरवाजा तोड़ दिया।*;*لقد كسرت الباب الحديدي.*;*সে লোহার দরজা ভেঙে ফেলেছে।*;*Dia menghancurkan pintu besi.*;*เธอทำลายประตูเหล็ก*;*Cô ấy phá hỏng cánh cửa sắt.*
1;Althea;expRoom_thatWasScary;Bu çok korkutucuydu!;That was so scary!;¡Eso fue tan aterrador!;Isso foi tão assustador!;Das war so gruselig!;C'était tellement effrayant!;È stato così spaventoso!;To było takie przerażające!;Это было так страшно!;那太可怕了！;那太可怕了！;それはとても怖かった！;그건 정말 무서웠어!;वह बहुत डरावना था!;كان ذلك مخيفًا جدًا!;এটা খুব ভীতিকর ছিল!;Itu sangat menakutkan!;น่ากลัวมาก!;Điều đó thật đáng sợ!
1;Althea;expRoom_calmPeaceful;Buranın sakin ve barışçıl bir yer olduğunu düşünmüştüm. Sanırım yanılmışım.;I thought this place was supposed to be calm and peaceful. Guess I was wrong.;Pensé que este lugar se suponía que era tranquilo y pacífico. Supongo que me equivoqué.;Eu pensei que este lugar deveria ser calmo e pacífico. Acho que estava errado.;Ich dachte, dieser Ort sollte ruhig und friedlich sein. Ich schätze, ich lag falsch.;Je pensais que cet endroit était censé être calme et paisible. Je suppose que je me suis trompé.;Pensavo che questo posto dovesse essere calmo e pacifico. Immagino di essermi sbagliato.;Myślałem, że to miejsce miało być spokojne i ciche. Chyba się myliłem.;Я думал, что это место должно быть спокойным и мирным. Похоже, я ошибался.;我以为这个地方应该是平静和平和的。我想我错了。;我以為這個地方應該是平靜和平和的。我想我錯了。;この場所は落ち着いて平和であるべきだと思っていました。間違っていたようです。;나는 이곳이 평화롭고 고요한 곳일 거라고 생각했어. 내가 틀렸나봐.;मुझे लगा कि यह जगह शांत और शांतिपूर्ण होनी चाहिए। लगता है मैं गलत था।;كنت أعتقد أن هذا المكان من المفترض أن يكون هادئًا وسلميًا. أعتقد أنني كنت مخطئًا.;আমি ভেবেছিলাম এই জায়গাটি শান্ত এবং শান্তিপূর্ণ হওয়া উচিত। মনে হয় আমি ভুল ছিলাম।;Saya pikir tempat ini seharusnya tenang dan damai. Kurasa aku salah.;ฉันคิดว่าสถานที่นี้ควรจะสงบและเงียบสงบ ฉันคงคิดผิด;Tôi nghĩ nơi này đáng lẽ phải yên bình và tĩnh lặng. Hình như tôi đã sai.
1;Althea;theyLookSoBeautiful;Çok güzel görünüyorlar!;They look so beautiful!;¡Se ven tan hermosos!;Eles parecem tão bonitos!;Sie sehen so schön aus!;Ils sont si beaux!;Sembrano così belli!;Wyglądają tak pięknie!;Они выглядят так красиво!;他们看起来好漂亮！;他們看起來好漂亮！;彼らはとても美しく見えます！;그들은 정말 아름다워 보여!;वे बहुत सुंदर दिखते हैं!;إنهم يبدون رائعين جدًا!;তারা দেখতে খুব সুন্দর!;Mereka terlihat sangat cantik!;พวกเขาดูสวยงามมาก!;Họ trông thật đẹp!
1;Althea;theyLookAlmostAlive;Sanki canlı gibiler!;They almost look alive!;¡Casi parecen vivos!;Eles quase parecem vivos!;Sie sehen fast lebendig aus!;Ils ont presque l'air vivants!;Sembrano quasi vivi!;Wyglądają prawie jak żywe!;Они почти выглядят живыми!;他们看起来几乎像活的一样！;他們看起來幾乎像活的一樣！;彼らはほとんど生きているように見えます！;그들은 거의 살아 있는 것 같아 보여!;वे लगभग जीवित दिखते हैं!;إنهم يبدون شبه أحياء!;তারা প্রায় জীবিত মনে হয়!;Mereka hampir terlihat hidup!;พวกเขาดูเหมือนมีชีวิต!;Họ gần như trông sống động!
;;narrativePauses;*duraksar*;*pauses*;*Pausa*;*Pausa*;*Pausiert*;*Pause*;*Pausa*;*Zatrzymuje się*;*Пауза*;*暂停*;*暫停*;*一時停止*;*멈춤*;*रुकता है*;*يتوقف*;*থামে*;*Berhenti*;*หยุดชั่วคราว*;*Tạm dừng*
1;Althea;areTheyAlive;Bekle, bunlar…canlı mı?;Wait, are they...alive?!;Espera, ¿están... vivos?;Espere, eles estão... vivos?!;Warte, sind sie... lebendig?!;Attends, sont-ils... vivants?!;Aspetta, sono... vivi?!;Czekaj, czy oni są... żywi?!;Подожди, они... живые?!;等等，他们……活着吗？！;等等，他們……活著嗎？！;待って、彼らは…生きているの？！;잠깐, 이들은... 살아 있는 건가?!;रुको, क्या वे... जीवित हैं?!;انتظر، هل هم... أحياء؟!;অপেক্ষা কর, তারা কি... জীবিত?!;Tunggu, apakah mereka... hidup?!;เดี๋ยวก่อน พวกเขา... มีชีวิตอยู่เหรอ?!;Chờ đã, họ... sống sao?!
1;Althea;extremelySmooth;Özellikle bu baktığım. Aşırı pürüzsüz görünüyor.;Especially this one. It looks extremely smooth.;Especialmente este. Se ve extremadamente suave.;Especialmente este. Parece extremamente liso.;Besonders dieses hier. Es sieht extrem glatt aus.;Surtout celui-ci. Il a l'air extrêmement lisse.;Soprattutto questo. Sembra estremamente liscio.;Szczególnie ten. Wygląda niezwykle gładko.;Особенно этот. Он выглядит чрезвычайно гладким.;尤其是这个。看起来非常光滑。;尤其是這個。看起來非常光滑。;特にこれ。非常に滑らかに見えます。;특히 이거. 정말 매끈해 보여.;विशेष रूप से यह। यह अत्यधिक चिकना दिखता है।;خاصة هذا. يبدو ناعمًا للغاية.;বিশেষ করে এটি। এটি অত্যন্ত মসৃণ দেখাচ্ছে।;Khususnya yang ini. Terlihat sangat halus.;โดยเฉพาะอันนี้ ดูราบเรียบมาก;Đặc biệt là cái này. Trông rất mượt mà.
1;Althea;notEvenSnow;Sanki kardan yapılmamış gibi.;It’s like it’s not even made of snow.;Es como si no estuviera hecho de nieve.;É como se nem fosse feito de neve.;Es ist, als ob es nicht einmal aus Schnee gemacht wäre.;C'est comme si ce n'était même pas fait de neige.;È come se non fosse nemmeno fatto di neve.;To tak, jakby nie było nawet zrobione ze śniegu.;Как будто это даже не сделано из снега.;看起来好像不是雪做的。;看起來好像不是雪做的。;雪でできているようには見えません。;눈으로 만들어진 것 같지 않아.;ऐसा लगता है जैसे यह बर्फ से बना भी नहीं है।;إنه يبدو وكأنه ليس مصنوعًا من الثلج.;এটি তুষার থেকে তৈরি বলে মনে হচ্ছে না।;Sepertinya itu bahkan tidak terbuat dari salju.;ดูเหมือนว่ามันไม่ได้ทำจากหิมะ;Trông như nó thậm chí không được làm từ tuyết.
;;touches;*dokunur*;*touches*;*Toca*;*Toca*;*Berührt*;*Touche*;*Tocca*;*Dotyka*;*Касается*;*触摸*;*觸摸*;*触れる*;*만지다*;*छूता है*;*يلمس*;*স্পর্শ করে*;*Menyentuh*;*สัมผัส*;*Chạm*
