CHAR ID;CHAR NAMES;KEYS;Turkish;English;Spanish;Portuguese;German;French;Italian;Polish;Russian;ChineseSimplified;ChineseTraditional;Japanese;Korean;Indian;Arabic;Bengali;Indonesian;Thai;Vietnamese
1;ArasSelin;key_22;*Aras kapıyı açtığında karşısında Elena’yı görür.*;*When Aras opens the door, he sees Elena in front of him.*;*Cuando Aras abre la puerta, ve a Elena frente a él.*;*Quando Aras abre a porta, ele vê Elena na sua frente.*;*Als Aras die Tür öffnet, sieht er Elena vor sich.*;*Quand Aras ouvre la porte, il voit Elena devant lui.*;*Quando Aras apre la porta, vede Elena di fronte a lui.*;;*Когда Арас открывает дверь, он видит перед собой Елену.*;*阿拉斯打开门时，看到埃琳娜站在他面前。*;;*アラスがドアを開けると、目の前にエレナがいる。*;*아라스가 문을 열면, 그의 앞에 엘레나가 있다.*;*अरास दरवाजा खोलता है तो अपने सामने एलेना को देखता है।*;*عندما يفتح أراس الباب، يرى إلينا أمامه.*;*আরাস দরজা খুললে তার সামনে এলেনাকে দেখে।*;*Ketika Aras membuka pintu, dia melihat Elena di depannya.*;*เมื่ออาราสเปิดประตู เขาเห็นเอเลน่าอยู่ตรงหน้า*;*Khi Aras mở cửa, anh thấy Elena trước mặt.*
101;ElenaRossi;key_23;*Gülümseyerek* İşte geliyor tembel prens! Deniz'in haklı çıkmasına şaşırmadım.;*Smiling* Here comes the lazy prince! I'm not surprised Deniz was right.;*Sonriendo* ¡Aquí viene el príncipe perezoso! No me sorprende que Deniz tuviera razón.;*Sorrindo* Aqui vem o príncipe preguiçoso! Não estou surpresa que Deniz estava certa.;*Lächelnd* Da kommt der faule Prinz! Es überrascht mich nicht, dass Deniz recht hatte.;*Souriant* Voilà le prince paresseux ! Je ne suis pas surprise que Deniz ait eu raison.;*Sorridendo* Ecco il principe pigro! Non mi sorprende che Deniz avesse ragione.;;*Улыбаясь* Вот и ленивый принц! Я не удивлена, что Дениз была права.;*微笑着* 懒惰的王子来了！我并不惊讶德尼兹是对的。;;*微笑して* 怠け者の王子様が来たわ！デニズが正しかったのは驚かないわ。;*미소 지으며* 게으른 왕자가 오네! 데니즈가 맞았다는 게 놀랍지 않아.;*मुस्कुराते हुए* यहाँ आता है आलसी राजकुमार! मुझे आश्चर्य नहीं है कि डेनिज़ सही थी।;*مبتسمة* ها هو الأمير الكسول قادم! لست مندهشة أن دينيز كانت محقة.;*হাসিমুখে* এখানে আসছে অলস রাজকুমার! ডেনিজের সঠিক হওয়ায় আমি অবাক নই।;*Tersenyum* Inilah pangeran malas datang! Saya tidak heran Deniz benar.;*ยิ้ม* เจ้าชายขี้เกียจมาแล้ว! ข้าไม่แปลกใจที่เดนิซพูดถูก;*Mỉm cười* Đây rồi hoàng tử lười biếng! Tôi không ngạc nhiên khi Deniz đúng.
1;ArasSelin;key_24;Evet evet, benim yüzümden bir iddiayı daha kaybettin sanırım.;Yes, yes, I guess you lost another bet because of me.;Sí, sí, supongo que perdiste otra apuesta por mi culpa.;Sim, sim, acho que você perdeu outra aposta por minha causa.;Ja, ja, ich denke, du hast wegen mir eine weitere Wette verloren.;Oui, oui, je suppose que tu as encore perdu un pari à cause de moi.;Sì, sì, immagino che tu abbia perso un'altra scommessa per colpa mia.;;Да, да, думаю, ты проиграла еще одну ставку из-за меня.;是的，是的，我想你又因为我输了一个赌注。;;はいはい、僕のせいでまた賭けに負けたんだね。;그래 그래, 내 때문에 또 내기를 졌나 보네.;हाँ हाँ, मुझे लगता है कि तुमने मेरी वजह से एक और शर्त हार गई हो।;نعم نعم، أعتقد أنك خسرت رهانًا آخر بسببي.;হ্যাঁ হ্যাঁ, মনে হয় তুমি আমার কারণে আরেকটি বাজি হারিয়েছ।;Ya ya, saya kira kamu kalah taruhan lagi karena saya.;ใช่ๆ ข้าคิดว่าเจ้าพนันแพ้อีกแล้วเพราะข้า;Vâng vâng, tôi đoán bạn lại thua cược vì tôi.
101;ElenaRossi;key_25;Maalesef evet! Deniz'e bir hafta boyunca ödevlerinde yardım edeceğim.;Unfortunately, yes! I will help Deniz with her homework for a week.;Desafortunadamente sí. Ayudaré a Deniz con sus deberes durante una semana.;Infelizmente sim! Vou ajudar a Deniz com seus deveres por uma semana.;Leider ja! Ich werde Deniz eine Woche lang bei ihren Hausaufgaben helfen.;Malheureusement oui ! Je vais aider Deniz avec ses devoirs pendant une semaine.;Purtroppo sì! Aiuterò Deniz con i suoi compiti per una settimana.;;К сожалению, да! Я буду помогать Дениз с её домашними заданиями в течение недели.;不幸的是，是的！我将帮助德尼兹一周做作业。;;残念ながら、そうです！デニズの宿題を1週間手伝います。;불행하게도, 그래! 데니즈의 숙제를 일주일 동안 도울 거야.;दुर्भाग्य से, हाँ! मैं एक सप्ताह के लिए डेनिज़ की मदद करूँगा।;للأسف نعم! سأساعد دينيز في واجباتها لمدة أسبوع.;দুঃখজনকভাবে হ্যাঁ! আমি এক সপ্তাহের জন্য ডেনিজকে তার পড়াশোনায় সাহায্য করব।;Sayangnya, ya! Saya akan membantu Deniz dengan pekerjaan rumahnya selama seminggu.;น่าเสียดาย ใช่! ข้าจะช่วยเดนิซทำการบ้านเป็นเวลาหนึ่งสัปดาห์;Rất tiếc, vâng! Tôi sẽ giúp Deniz làm bài tập trong một tuần.
1;ArasSelin;key_26;Özür dilerim. Nasıl telafi edebilirim?;I'm sorry. How can I make it up to you?;Lo siento. ¿Cómo puedo compensarte?;Desculpe. Como posso compensar você?;Es tut mir leid. Wie kann ich es wiedergutmachen?;Je suis désolé. Comment puis-je me rattraper ?;Mi dispiace. Come posso rimediare?;;Прости. Как я могу загладить свою вину?;对不起。我该怎么补偿你？;;ごめんなさい。どうすれば埋め合わせできますか？;미안해. 어떻게 보상할 수 있을까?;मुझे माफ़ करना। मैं इसे कैसे सुधार सकता हूँ?;أنا آسف. كيف يمكنني التعويض لك؟;আমি দুঃখিত. আমি কীভাবে এটি পূরণ করতে পারি?;Maaf. Bagaimana saya bisa menebusnya?;ขอโทษ ข้าจะแก้ไขอย่างไรดี?;Tôi xin lỗi. Làm thế nào tôi có thể bù đắp cho bạn?
101;ElenaRossi;key_27;1 hafta boyunca benim ödevlerimin tamamını sen yapabilirsin.;You can do all my homework for a week.;Puedes hacer todos mis deberes durante una semana.;Você pode fazer todos os meus deveres por uma semana.;Du kannst eine Woche lang alle meine Hausaufgaben machen.;Tu peux faire tous mes devoirs pendant une semaine.;Puoi fare tutti i miei compiti per una settimana.;;Ты можешь делать все мои домашние задания в течение недели.;你可以帮我做一周的所有作业。;;一週間、私の宿題を全部やってくれればいいのよ。;일주일 동안 내 숙제를 다 해줄 수 있어.;" ""आप एक सप्ताह के लिए मेरा सारा गृहकार्य कर सकते हैं।""";يمكنك أن تقوم بجميع واجباتي لمدة أسبوع.;তুমি এক সপ্তাহের জন্য আমার সব বাড়ির কাজ করতে পার।;Kamu bisa mengerjakan semua pekerjaan rumahku selama seminggu.;เจ้าทำการบ้านของข้าทั้งหมดเป็นเวลา 1 สัปดาห์;Bạn có thể làm tất cả bài tập của tôi trong một tuần.
1;ArasSelin;key_28;*Aras aniden konuşmayı böler ve kaçmaya çalışır* Hey özür dilerim gitmem gerek oryantasyona geç kalıyorum.;*Aras suddenly interrupts and tries to escape* Hey, sorry, I have to go, I'm late for orientation.;*Aras de repente interrumpe y trata de escapar* Oye, lo siento, tengo que irme, llego tarde a la orientación.;*Aras de repente interrompe e tenta escapar* Ei, desculpe, tenho que ir, estou atrasado para a orientação.;*Aras unterbricht plötzlich und versucht zu flüchten* Hey, tut mir leid, ich muss los, ich komme zu spät zur Orientierung.;*Aras interrompt soudainement et tente de s'échapper* Hé désolé, je dois y aller, je suis en retard pour l'orientation.;*Aras improvvisamente interrompe e cerca di scappare* Ehi scusa, devo andare, sono in ritardo per l'orientamento.;;*Арас внезапно прерывает и пытается уйти* Эй, извини, мне нужно идти, я опаздываю на ориентацию.;*阿拉斯突然打断并试图逃跑* 嘿，抱歉，我得走了，我迟到了迎新会。;;*アラスは突然話を遮って逃げようとする* ごめん、行かなきゃ、オリエンテーションに遅れてる。;*아라스가 갑자기 말을 끊고 도망치려 한다* 미안, 가야 해, 오리엔테이션에 늦었어.;*अरास अचानक बात काटता है और भागने की कोशिश करता है* अरे माफ़ करना, मुझे जाना है, मैं ओरिएंटेशन के लिए देर हो रहा हूँ।;*أراس فجأة يقاطع ويحاول الهرب* هيه آسف، يجب أن أذهب، أنا متأخر عن التوجيه.;*আরাস হঠাৎ করে কথা কেটে দেয় এবং পালানোর চেষ্টা করে* ওহ, দুঃখিত, আমাকে যেতে হবে, আমি ওরিয়েন্টেশনে দেরি করছি।;*Aras tiba-tiba memotong dan mencoba melarikan diri* Hei maaf, aku harus pergi, aku terlambat untuk orientasi.;*อาราสขัดจังหวะและพยายามหนี* เฮ้ ขอโทษ ข้าต้องไปแล้ว ข้าสายสำหรับการปฐมนิเทศ;*Aras đột ngột ngắt lời và cố gắng trốn đi* Này, xin lỗi, tôi phải đi, tôi trễ buổi định hướng rồi.
1;ArasSelin;key_29;*Aras hızlıca fakülteye doğru gitmeye başlar, geriye döner ve-*;*Aras quickly starts heading to the faculty, turns back and-*;*Aras rápidamente comienza a dirigirse a la facultad, se vuelve y-*;*Aras rapidamente começa a ir em direção à faculdade, vira-se e-*;*Aras beginnt schnell, zur Fakultät zu gehen, dreht sich um und-*;*Aras commence rapidement à se diriger vers la faculté, se retourne et -*;*Aras inizia rapidamente a dirigersi verso la facoltà, si gira e-*;;*Арас быстро направляется к факультету, оборачивается и-*;*阿拉斯迅速开始朝学院走去，转过身-*;;*アラスは急いで学部へ向かい、振り返って-*;*아라스는 단과 대학으로 빠르게 향하다가, 뒤돌아서-*;*अरास तेजी से संकाय की ओर चलने लगता है, मुड़ता है और-*;*أراس بسرعة يبدأ التوجه إلى الكلية، يستدير و-*;*আরাস দ্রুত ফ্যাকাল্টির দিকে যেতে শুরু করে, ফিরে তাকায় এবং-*;*Aras dengan cepat mulai menuju fakultas, berbalik dan-*;*อาราสรีบเดินไปยังคณะ หันกลับมาและ-*;*Aras nhanh chóng bắt đầu đi đến khoa, quay lại và-*
1;ArasSelin;key_30;Görüşürüz!;See you!;¡Nos vemos!;Até logo!;Bis dann!;À plus tard!;Ci vediamo!;;Увидимся!;再见！;;じゃあね！;나중에 봐!;फिर मिलते हैं!;أراك لاحقاً!;পরে দেখা হবে!;Sampai jumpa!;แล้วเจอกัน!;Hẹn gặp lại!
101;ElenaRossi;key_31;*Elena gülümseyerek başını sağa sola sallar.* Merak etme görüşeceğiz!;*Elena smiles and shakes her head.* Don't worry, we'll meet again!;*Elena sonríe y sacude la cabeza.* ¡No te preocupes, nos volveremos a ver!;*Elena sorri e balança a cabeça.* Não se preocupe, nos veremos novamente!;*Elena lächelt und schüttelt den Kopf.* Keine Sorge, wir sehen uns wieder!;*Elena sourit et secoue la tête.* Ne t'inquiète pas, on se reverra!;*Elena sorride e scuote la testa.* Non preoccuparti, ci rivedremo!;;*Елена улыбается и качает головой.* Не волнуйся, мы еще встретимся!;*埃琳娜微笑着摇头。* 别担心，我们会再见的！;;*エレナは微笑んで頭を振る。* 心配しないで、また会おう！;*엘레나가 미소 지으며 고개를 젓는다.* 걱정 마, 다시 만날 거야!;*एलेना मुस्कुराती है और सिर हिलाती है।* चिंता मत करो, हम फिर मिलेंगे!;*إيلينا تبتسم وتحرك رأسها.* لا تقلق، سنلتقي مرة أخرى!;*এলেনা হাসিমুখে মাথা নাড়ায়।* চিন্তা করো না, আমরা আবার দেখা হবে!;*Elena tersenyum dan menggelengkan kepalanya.* Jangan khawatir, kita akan bertemu lagi!;*เอเลน่ายิ้มและส่ายหัว.* ไม่ต้องห่วง เราจะเจอกันอีก!;*Elena mỉm cười và lắc đầu.* Đừng lo, chúng ta sẽ gặp lại!
1;ArasSelin;key_32;*Aras fakülteye varır. Karşısında devasa, köprü gibi bir bina bulunmaktadır. Bu öğrencilerin ve akademisyenlerin fakülteye giriş yaptığı yerdir.*;*Aras arrives at the faculty. In front of him stands a massive, bridge-like building. It is the entrance where students and academics enter the faculty.*;*Aras llega a la facultad. Frente a él se encuentra un edificio enorme, parecido a un puente. Es la entrada donde los estudiantes y académicos ingresan a la facultad.*;*Aras chega à faculdade. Na frente dele está um edifício enorme, semelhante a uma ponte. É a entrada onde estudantes e acadêmicos entram na faculdade.*;*Aras kommt an der Fakultät an. Vor ihm steht ein riesiges, brückenartiges Gebäude. Es ist der Eingang, durch den Studenten und Akademiker die Fakultät betreten.*;*Aras arrive à la faculté. Devant lui se dresse un bâtiment immense, semblable à un pont. C'est l'entrée où les étudiants et les universitaires entrent dans la faculté.*;*Aras arriva alla facoltà. Davanti a lui c'è un edificio massiccio, simile a un ponte. È l'ingresso dove studenti e accademici entrano in facoltà.*;;*Арас прибывает на факультет. Перед ним стоит массивное, похожее на мост здание. Это вход, через который студенты и академики заходят на факультет.*;*阿拉斯到达学院。 在他面前矗立着一座巨大的桥状建筑。 这是学生和学者进入学院的入口。*;;*アラスが学部に到着する。彼の前には橋のような巨大な建物が立っている。それは学生や学者が学部に入る入口です。*;*아라스가 단과대학에 도착한다. 그 앞에 다리 같은 거대한 건물이 서 있다. 이것은 학생들과 학자들이 단과대학으로 들어가는 입구이다.*;*अरास संकाय में पहुँचता है। उसके सामने एक विशाल, पुल के समान इमारत है। यह वह प्रवेश द्वार है जहाँ छात्र और अकादमिक संकाय में प्रवेश करते हैं।*;*أراس يصل إلى الكلية. أمامه مبنى ضخم يشبه الجسر. إنه المدخل الذي يدخل منه الطلاب والأكاديميون إلى الكلية.*;*আরাস ফ্যাকাল্টিতে পৌঁছায়। তার সামনে একটি বিশাল, সেতুর মতো বিল্ডিং দাঁড়িয়ে আছে। এটি সেই প্রবেশদ্বার যেখানে ছাত্র এবং শিক্ষাবিদরা ফ্যাকাল্টিতে প্রবেশ করে।*;*Aras tiba di fakultas. Di depannya berdiri sebuah bangunan besar seperti jembatan. Itu adalah pintu masuk di mana siswa dan akademisi masuk ke fakultas.*;*อาราสมาถึงคณะ ด้านหน้าของเขาคืออาคารขนาดใหญ่คล้ายสะพาน มันคือทางเข้าที่นักศึกษาและนักวิชาการใช้เข้าคณะ*;*Aras đến khoa. Trước mặt anh là một tòa nhà khổng lồ giống như cây cầu. Đó là lối vào nơi sinh viên và học giả vào khoa.*
